F1,F2,F3,F1_s,F2_s,F3_s,error,time,max_formant,n_formant,smooth_method,file_name,id,group,label,F4,F4_s
347.4263582226336,2142.620805654333,2564.580362486841,339.4672463841372,2151.0824840440305,2592.076626656514,0.004110090803790686,0.15749999999999972,4473.684210526316,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-0,group_0,IH0,,
346.8828230603587,2140.320538524781,2569.316992308684,339.181183263004,2143.544456309632,2588.6419447438493,0.004110090803790686,0.15949999999999973,4473.684210526316,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-0,group_0,IH0,,
346.46060873769113,2137.304427540543,2573.769590411525,339.4038502917646,2134.8180245793396,2584.2109976989736,0.004110090803790686,0.16149999999999973,4473.684210526316,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-0,group_0,IH0,,
346.40306248311833,2132.928857347231,2577.3485291765946,340.1625619105231,2124.963945407401,2578.8140920930055,0.004110090803790686,0.16349999999999973,4473.684210526316,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-0,group_0,IH0,,
346.6647981823384,2127.063711691637,2579.4001005393784,341.47362706859013,2114.056505405742,2572.494103242565,0.004110090803790686,0.16549999999999973,4473.684210526316,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-0,group_0,IH0,,
347.2048773997026,2120.1932317462124,2579.1266415022337,343.34200487021434,2102.182939106313,2565.3061939928707,0.004110090803790686,0.16749999999999973,4473.684210526316,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-0,group_0,IH0,,
348.22609655266666,2113.3826779092647,2576.253434590108,345.76117653296365,2089.442670964878,2557.3173479514703,0.004110090803790686,0.16949999999999973,4473.684210526316,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-0,group_0,IH0,,
349.7587744683622,2106.878550584825,2570.3277143870496,348.71323563807414,2075.9463884900915,2548.6057212522524,0.004110090803790686,0.1714999999999997,4473.684210526316,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-0,group_0,IH0,,
351.6661855499587,2099.282728042278,2561.7531475549563,352.1691945853552,2061.8149560139227,2539.259819895372,0.004110090803790686,0.1734999999999997,4473.684210526316,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-0,group_0,IH0,,
353.8542888128331,2089.406839655373,2553.261420713044,356.0895011439561,2047.178181045944,2529.3775125893044,0.004110090803790686,0.1754999999999997,4473.684210526316,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-0,group_0,IH0,,
356.591008967821,2074.9969982342,2544.8302870110583,360.42475508859854,2032.1734474352813,2519.0648917671256,0.004110090803790686,0.1774999999999997,4473.684210526316,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-0,group_0,IH0,,
359.69035581625093,2056.108020689078,2536.5698965348092,365.1166112005757,2016.944231662894,2508.434998012736,0.004110090803790686,0.17949999999999972,4473.684210526316,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-0,group_0,IH0,,
363.13815364694983,2033.1700736305954,2528.5587578360783,370.09885146214936,2001.638520468447,2497.6064254697008,0.004110090803790686,0.18149999999999972,4473.684210526316,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-0,group_0,IH0,,
366.7151787741642,2007.1976978542061,2519.664226024229,375.2986061453401,1986.407149648887,2486.7018278746305,0.004110090803790686,0.18349999999999972,4473.684210526316,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-0,group_0,IH0,,
370.32466460094145,1980.5748780946556,2508.6143085310227,380.63770074889413,1971.402085221901,2475.8463466220687,0.004110090803790686,0.18549999999999972,4473.684210526316,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-0,group_0,IH0,,
374.37907795544885,1957.7300883529697,2497.302269829185,386.0341034207521,1956.7746692032174,2465.165983697102,0.004110090803790686,0.18749999999999972,4473.684210526316,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-0,group_0,IH0,,
379.30700146800206,1940.373365036539,2489.1978767504324,391.4034456600183,1942.6738529830352,2454.7859433795124,0.004110090803790686,0.18949999999999972,4473.684210526316,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-0,group_0,IH0,,
385.49241273400975,1926.8826629202015,2484.1894143989966,396.66058775583775,1929.2444416897447,2444.828967309189,0.004110090803790686,0.19149999999999973,4473.684210526316,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-0,group_0,IH0,,
393.4081356069563,1916.7346069162793,2476.881614168542,401.7211996150011,1916.625372989646,2435.413687793434,0.004110090803790686,0.19349999999999973,4473.684210526316,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-0,group_0,IH0,,
402.4506982018462,1909.30574239101,2461.511570779307,406.5033273699706,1904.948053486188,2426.6530241257387,0.004110090803790686,0.19549999999999973,4473.684210526316,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-0,group_0,IH0,,
413.188290460861,1900.22756191913,2434.595729585526,410.9289164487545,1894.334775253364,2418.6526461727995,0.004110090803790686,0.19749999999999973,4473.684210526316,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-0,group_0,IH0,,
424.1127798317898,1887.525988826763,2404.077082409437,414.92526262190813,1884.8972340728915,2411.509528578664,0.004110090803790686,0.19949999999999973,4473.684210526316,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-0,group_0,IH0,,
432.96099569950826,1871.5321395411,2377.9733757296162,418.4263639041562,1876.7351696565756,2405.3106176456763,0.004110090803790686,0.2014999999999997,4473.684210526316,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-0,group_0,IH0,,
437.2861843014605,1852.6545834929116,2355.898953053084,421.3741480532053,1869.935146541961,2400.131631301359,0.004110090803790686,0.2034999999999997,4473.684210526316,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-0,group_0,IH0,,
436.28969344769854,1833.1165298468982,2336.35323409045,423.7195527414944,1864.5694924740358,2396.03601057485,0.004110090803790686,0.2054999999999997,4473.684210526316,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-0,group_0,IH0,,
430.08886567795776,1816.804359435992,2321.4885654455015,425.42343823453984,1860.6954089560104,2393.0740387180285,0.004110090803790686,0.2074999999999997,4473.684210526316,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-0,group_0,IH0,,
419.28191574531576,1803.9963046308865,2310.546935720863,426.45731554097966,1858.354266299725,2391.282141552265,0.004110090803790686,0.20949999999999971,4473.684210526316,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-0,group_0,IH0,,
547.2065415178522,1454.4438057987952,2163.775814588343,548.7410685534658,1458.7952326343968,2186.9316743419945,0.00003602824673659587,0.025499999999999433,4000.0,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-2,group_0,EH1,,
551.0851834293285,1460.4736425486524,2186.528981487514,549.1189603022892,1460.2693741566636,2188.9179337602964,0.00003602824673659587,0.027499999999999435,4000.0,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-2,group_0,EH1,,
552.2907732271075,1466.6251922327915,2204.4043334103376,550.3143820591521,1464.6227167523734,2194.4871204112933,0.00003602824673659587,0.029499999999999433,4000.0,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-2,group_0,EH1,,
552.9030138362768,1473.4409074133937,2215.971648751829,552.48552677751,1471.6376977486882,2202.5786268058337,0.00003602824673659587,0.03149999999999943,4000.0,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-2,group_0,EH1,,
554.9458142506556,1481.8543493402342,2222.095609029602,555.81412878634,1480.9243255747372,2211.7527240327645,0.00003602824673659587,0.03349999999999943,4000.0,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-2,group_0,EH1,,
558.7658219142164,1492.3795996254482,2225.1780646701177,560.4090262309218,1491.9009618253488,2220.5781875762186,0.00003602824673659587,0.035499999999999435,4000.0,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-2,group_0,EH1,,
563.8162042840013,1504.3240686438044,2227.142694161426,566.2161577190077,1503.8024877660596,2227.9988233297327,0.00003602824673659587,0.03749999999999944,4000.0,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-2,group_0,EH1,,
570.6419784663732,1516.0407241103103,2228.882574924729,572.963930338605,1515.7336437944707,2233.5685886408614,0.00003602824673659587,0.03949999999999943,4000.0,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-2,group_0,EH1,,
580.0012770816284,1526.3971657381358,2230.7214741450744,580.1634654468149,1526.77228871939,2237.485129439827,0.00003602824673659587,0.04149999999999943,4000.0,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-2,group_0,EH1,,
590.1475649630561,1534.9668392841193,2233.6427446004245,587.1680730907739,1536.1099441878428,2240.4134249588233,0.00003602824673659587,0.043499999999999435,4000.0,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-2,group_0,EH1,,
597.5684381037476,1541.5994271561844,2239.1658039803974,593.2797364200495,1543.200831292437,2243.156365856392,0.00003602824673659587,0.04549999999999943,4000.0,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-2,group_0,EH1,,
600.544426103505,1546.633301653798,2246.9166344902424,597.8771084815011,1547.881256825026,2246.2778384311987,0.00003602824673659587,0.04749999999999943,4000.0,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-2,group_0,EH1,,
600.1924957215073,1550.2682075221871,2254.5129030925373,600.5332843593663,1550.4225018836964,2249.801261746534,0.00003602824673659587,0.04949999999999943,4000.0,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-2,group_0,EH1,,
598.4121494211898,1552.450009518606,2259.7066476256796,601.0941369132785,1551.4930931921247,2253.086708277736,0.00003602824673659587,0.051499999999999435,4000.0,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-2,group_0,EH1,,
596.1186886679438,1553.6918285535598,2260.642956760007,599.6985151540422,1552.0278185968446,2254.9379144605873,0.00003602824673659587,0.05349999999999944,4000.0,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-2,group_0,EH1,,
593.7242551950101,1554.9852750670123,2256.0745406410238,596.7370599939346,1553.0255528093194,2253.9214429969406,0.00003602824673659587,0.05549999999999943,4000.0,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-2,group_0,EH1,,
591.5625065222251,1556.909039783622,2246.5846599097326,592.762383300824,1555.3190033778544,2248.8141516531828,0.00003602824673659587,0.057499999999999434,4000.0,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-2,group_0,EH1,,
589.4734047961964,1559.5282054887011,2233.940900275551,588.3753848278091,1559.3705921887563,2239.0516248821095,0.00003602824673659587,0.059499999999999435,4000.0,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-2,group_0,EH1,,
587.2909489223946,1563.1912074579634,2219.7133631652528,584.1172558749655,1565.1460429348351,2225.0427440575713,0.00003602824673659587,0.06149999999999944,4000.0,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-2,group_0,EH1,,
584.7708340679297,1568.591700680078,2204.75750274033,580.3930870322558,1572.1007169803622,2208.2472492135776,0.00003602824673659587,0.06349999999999943,4000.0,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-2,group_0,EH1,,
580.9511036348595,1575.9052773748142,2190.280300462851,577.4422536499761,1579.2870685097696,2190.975794018713,0.00003602824673659587,0.06549999999999943,4000.0,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-2,group_0,EH1,,
575.1712534810758,1584.873368889283,2178.676094950389,575.3562263000175,1585.5614800853843,2175.948329088199,0.00003602824673659587,0.06749999999999944,4000.0,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-2,group_0,EH1,,
567.6069849789953,1595.6745765685032,2170.372571084219,574.1305109741681,1589.8430886136084,2165.7151609672046,0.00003602824673659587,0.06949999999999942,4000.0,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-294-2,group_0,EH1,,
562.2387878656448,1422.5640656406435,3298.987237912871,540.2082330117272,1441.0262698487488,3297.102608275206,0.0012330473998819176,0.025500000000009675,4947.368421052632,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-296-0,group_0,AH1,,
547.5986133572806,1411.8090182059102,3302.319213373713,540.136174567193,1440.2700468227583,3297.744073455913,0.0012330473998819176,0.027500000000009676,4947.368421052632,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-296-0,group_0,AH1,,
533.8850625909088,1406.0153826777478,3301.4597809442057,539.9370217909079,1438.032288231213,3299.455986495731,0.0012330473998819176,0.029500000000009675,4947.368421052632,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-296-0,group_0,AH1,,
529.6418289276071,1410.6159960592538,3289.7557838227613,539.6604139064202,1434.4038566800516,3301.620537587264,0.0012330473998819176,0.03150000000000967,4947.368421052632,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-296-0,group_0,AH1,,
536.3971301701797,1437.1564285261481,3272.0873440921873,539.3844283072502,1429.5300889790026,3303.2718184881405,0.0012330473998819176,0.033500000000009675,4947.368421052632,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-296-0,group_0,AH1,,
547.1268958171078,1479.7852619665323,3268.0648857633805,539.2089644826674,1423.6020855458294,3303.185732721517,0.0012330473998819176,0.03550000000000968,4947.368421052632,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-296-0,group_0,AH1,,
556.7090833519744,1501.162696958573,3283.209231774688,539.2471848567571,1416.8453633452423,3299.9948680933585,0.0012330473998819176,0.03750000000000968,4947.368421052632,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-296-0,group_0,AH1,,
553.7105093105109,1467.8082900339596,3302.1217736872627,539.6156517745978,1409.5066443265928,3292.3184581032015,0.0012330473998819176,0.03950000000000967,4947.368421052632,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-296-0,group_0,AH1,,
521.5567452505179,1410.9013661555884,3312.5696088017175,540.4238965607966,1401.83967024761,3278.896242054763,0.0012330473998819176,0.041500000000009675,4947.368421052632,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-296-0,group_0,AH1,,
501.6947144969327,1373.7506075918805,3304.7697363720285,541.7641981804516,1394.0909885382318,3258.7146664813395,0.0012330473998819176,0.04350000000000968,4947.368421052632,4,dct_smooth_regression,josef-fruehwald_speaker,0-0-296-0,group_0,AH1,,
